Gene1	Gene2	pdi	ppi
NR5A2	AIM2	1	0
NR5A2	SH3PXD2A	1	0
NR5A2	SLC23A2	1	0
NR5A2	NAALADL1	1	0
NR5A2	SNAPC5	1	0
NR5A2	IKZF1	1	0
NR5A2	TOMM34	1	0
NR5A2	LMAN2	1	0
NR5A2	TREX2	1	0
NR5A2	MTF2	1	0
NR5A2	TTC39A	1	0
NR5A2	CLUAP1	1	0
NR5A2	CLASP2	1	0
NR5A2	KAZ	1	0
NR5A2	TSSK2	1	0
NR5A2	TIMM10	1	0
NR5A2	SRPK3	1	0
NR5A2	FETUB	1	0
NR5A2	HIPK2	1	0
NR5A2	TAS2R7	1	0
NR5A2	AHI1	1	0
NR5A2	DNAH3	1	0
NR5A2	TEX13B	1	0
NR5A2	POGLUT1	1	0
NR5A2	PCBP4	1	0
NR5A2	ADAMTSL3	1	0
NR5A2	WNK1	1	0
NR5A2	YIPF2	1	0
NR5A2	ABHD8	1	0
NR5A2	REEP4	1	0
NR5A2	GGTLC2	1	0
NR5A2	PACRG	1	0
NR5A2	C4orf23	1	0
NR5A1	GAD1	1	0
NR5A1	GBP1	1	0
NR5A1	CXCL1	1	0
NR5A1	KCNA1	1	0
NR5A1	KIF5A	1	0
NR5A1	MYH4	1	0
NR5A1	PRKD1	1	0
NR5A1	TRIM21	1	0
NR5A1	TAL1	1	0
NR5A1	TMEFF1	1	0
NR5A1	UNC5C	1	0
NR5A1	ARHGEF2	1	0
NR5A1	PHYHIP	1	0
NR5A1	MAST2	1	0
NR5A1	PLCL2	1	0
NR5A1	PDZRN4	1	0
NR5A1	TAS2R9	1	0
NR5A1	LRRN3	1	0
NR5A1	WDR59	1	0
NR5A1	GSDMD	1	0
NR5A1	ATP8B4	1	0
NR5A1	DOHH	1	0
GABPA	GABPB1	1	0
GABPA	GM2A	1	0
GABPA	GRK6	1	0
GABPA	GTF2I	1	0
GABPA	HMGCL	1	0
GABPA	IFNAR1	1	0
GABPA	IMPDH1	1	0
GABPA	IRF7	1	0
GABPA	MAPT	1	0
GABPA	ME1	1	0
GABPA	NF2	1	0
GABPA	PEBP1	1	0
GABPA	PPOX	1	0
GABPA	PRNP	1	0
GABPA	RARA	1	0
GABPA	RPE	1	0
GABPA	CLIP1	1	0
GABPA	SLC6A6	1	0
GABPA	DYNLT3	1	0
GABPA	THBS1	1	0
GABPA	TST	1	0
GABPA	UCP2	1	0
GABPA	MLLT10	1	0
GABPA	TNKS	1	0
GABPA	B3GALNT1	1	0
GABPA	MCM3AP	1	0
GABPA	ZMYM5	1	0
GABPA	QKI	1	0
GABPA	PGS1	1	0
GABPA	SLC4A7	1	0
GABPA	RALGPS1	1	0
GABPA	USP34	1	0
GABPA	FAM20B	1	0
GABPA	MED6	1	0
GABPA	NCOA2	1	0
GABPA	AGPAT1	1	0
GABPA	ARFGEF1	1	0
GABPA	GIPC1	1	0
GABPA	NUP50	1	0
GABPA	SRSF10	1	0
GABPA	ARPP19	1	0
GABPA	NCKAP1	1	0
GABPA	MAP4K5	1	0
GABPA	PADI2	1	0
GABPA	WDTC1	1	0
GABPA	TTLL5	1	0
GABPA	SNX13	1	0
GABPA	MPRIP	1	0
GABPA	LARP4B	1	0
GABPA	ABCB9	1	0
GABPA	NIPBL	1	0
GABPA	WIPI2	1	0
GABPA	C10orf12	1	0
GABPA	PABPC1	1	0
GABPA	UQCRQ	1	0
GABPA	DEXI	1	0
GABPA	STRN3	1	0
GABPA	SLC2A8	1	0
GABPA	LSR	1	0
GABPA	LUC7L2	1	0
GABPA	CSNK1G1	1	0
GABPA	BRWD1	1	0
GABPA	STAG3L1	1	0
GABPA	CCHCR1	1	0
GABPA	RCOR3	1	0
GABPA	UBQLN4	1	0
GABPA	PRDM10	1	0
GABPA	PNPLA2	1	0
GABPA	SMEK2	1	0
GABPA	CYP20A1	1	0
GABPA	RRAGD	1	0
GABPA	UBL5	1	0
GABPA	DNAJC1	1	0
GABPA	CASD1	1	0
GABPA	METT10D	1	0
GABPA	SLC25A23	1	0
GABPA	OCEL1	1	0
GABPA	HECTD3	1	0
GABPA	QSER1	1	0
GABPA	SLC35F5	1	0
GABPA	FAM108A1	1	0
GABPA	TRAPPC9	1	0
GABPA	SLC25A21	1	0
GABPA	ATPIF1	1	0
GABPA	DTX2	1	0
GABPA	ZNF721	1	0
GABPB1	GCLC	1	0
GABPB1	GCLM	1	0
GABPB1	GM2A	1	0
GABPB1	GNS	1	0
GABPB1	GRN	1	0
GABPB1	GTF2B	1	0
GABPB1	GTF2I	1	0
GABPB1	HSPA9	1	0
GABPB1	DNAJB1	1	0
GABPB1	INHBB	1	0
GABPB1	ITGB1	1	0
GABPB1	KCNK1	1	0
GABPB1	KPNB1	1	0
GABPB1	LSS	1	0
GABPB1	LTA4H	1	0
GABPB1	MAN1A1	1	0
GABPB1	MEA1	1	0
GABPB1	MAP3K3	1	0
GABPB1	METTL1	1	0
GABPB1	MYB	1	0
GABPB1	MYBL1	1	0
GABPB1	NEK2	1	0
GABPB1	NFIB	1	0
GABPB1	NFIC	1	0
GABPB1	NFYC	1	0
GABPB1	OSBP	1	0
GABPB1	P4HA1	1	0
GABPB1	PDE4A	1	0
GABPB1	PDE6D	1	0
GABPB1	PHF2	1	0
GABPB1	PLK1	1	0
GABPB1	PPID	1	0
GABPB1	PPP2CB	1	0
GABPB1	PRCP	1	0
GABPB1	PRKCI	1	0
GABPB1	PRNP	1	0
GABPB1	PSMC1	1	0
GABPB1	PTPN1	1	0
GABPB1	RAP1B	1	0
GABPB1	RFX5	1	0
GABPB1	RIT1	1	0
GABPB1	RNF5	1	0
GABPB1	CLIP1	1	0
GABPB1	RTN2	1	0
GABPB1	SBF1	1	0
GABPB1	SRSF7	1	0
GABPB1	SIAH1	1	0
GABPB1	SLC7A1	1	0
GABPB1	FSCN1	1	0
GABPB1	SP3	1	0
GABPB1	SRPK2	1	0
GABPB1	AURKA	1	0
GABPB1	SYK	1	0
GABPB1	TAF7	1	0
GABPB1	TBX2	1	0
GABPB1	TCEA1	1	0
GABPB1	THBS1	1	0
GABPB1	TJP1	1	0
GABPB1	TK1	1	0
GABPB1	TMPO	1	0
GABPB1	TST	1	0
GABPB1	TXNRD1	1	0
GABPB1	UBE2D3	1	0
GABPB1	UBE2G1	1	0
GABPB1	UBE3A	1	0
GABPB1	UCP2	1	0
GABPB1	SLC35A2	1	0
GABPB1	UCK2	1	0
GABPB1	VRK2	1	0
GABPB1	XPO1	1	0
GABPB1	ZIC1	1	0
GABPB1	ZNF185	1	0
GABPB1	ZFAND5	1	0
GABPB1	IFRD2	1	0
GABPB1	SLBP	1	0
GABPB1	NCOA3	1	0
GABPB1	ARID1A	1	0
GABPB1	API5	1	0
GABPB1	RTCD1	1	0
GABPB1	B3GALNT1	1	0
GABPB1	RNGTT	1	0
GABPB1	PEX11B	1	0
GABPB1	SAP30	1	0
GABPB1	FUBP1	1	0
GABPB1	PRPF4B	1	0
GABPB1	MBD4	1	0
GABPB1	BAIAP3	1	0
GABPB1	SELENBP1	1	0
GABPB1	BAZ1B	1	0
GABPB1	BUB3	1	0
GABPB1	DDX21	1	0
GABPB1	DEDD	1	0
GABPB1	VAPB	1	0
GABPB1	STK17A	1	0
GABPB1	GTF3C3	1	0
GABPB1	CNOT8	1	0
GABPB1	UBE4A	1	0
GABPB1	MED21	1	0
GABPB1	QKI	1	0
GABPB1	TBPL1	1	0
GABPB1	CLOCK	1	0
GABPB1	PDE4DIP	1	0
GABPB1	SLC25A44	1	0
GABPB1	LRRC14	1	0
GABPB1	SECISBP2L	1	0
GABPB1	KEAP1	1	0
GABPB1	DNAJC6	1	0
GABPB1	LCMT2	1	0
GABPB1	TLK1	1	0
GABPB1	FAM20B	1	0
GABPB1	RBM8A	1	0
GABPB1	MVP	1	0
GABPB1	HNRPDL	1	0
GABPB1	DNAJB6	1	0
GABPB1	ARL4C	1	0
GABPB1	RASGRP1	1	0
GABPB1	RBM5	1	0
GABPB1	EIF1	1	0
GABPB1	DNAJA2	1	0
GABPB1	TUBGCP3	1	0
GABPB1	CAP1	1	0
GABPB1	USP16	1	0
GABPB1	PAIP1	1	0
GABPB1	DCTN6	1	0
GABPB1	GMEB1	1	0
GABPB1	PTGES3	1	0
GABPB1	STAG2	1	0
GABPB1	TRAF3IP2	1	0
GABPB1	NUP50	1	0
GABPB1	KDM5B	1	0
GABPB1	MALT1	1	0
GABPB1	TRAFD1	1	0
GABPB1	RAB40B	1	0
GABPB1	TLK2	1	0
GABPB1	RBPMS	1	0
GABPB1	PWP1	1	0
GABPB1	PLA2G16	1	0
GABPB1	ZNF277	1	0
GABPB1	PRAF2	1	0
GABPB1	PADI2	1	0
GABPB1	XPOT	1	0
GABPB1	ACOT7	1	0
GABPB1	WDR47	1	0
GABPB1	SEPHS2	1	0
GABPB1	SIRT2	1	0
GABPB1	SNW1	1	0
GABPB1	XPO7	1	0
GABPB1	ARHGAP26	1	0
GABPB1	ATG2A	1	0
GABPB1	SLC35D1	1	0
GABPB1	CEP68	1	0
GABPB1	UBXN4	1	0
GABPB1	FAF2	1	0
GABPB1	COBL	1	0
GABPB1	PHF15	1	0
GABPB1	KIAA0895	1	0
GABPB1	PUM2	1	0
GABPB1	SMG5	1	0
GABPB1	MED13L	1	0
GABPB1	KIAA0368	1	0
GABPB1	ADNP	1	0
GABPB1	COTL1	1	0
GABPB1	MLYCD	1	0
GABPB1	ZNF281	1	0
GABPB1	CORO1C	1	0
GABPB1	BACE1	1	0
GABPB1	FAM89B	1	0
GABPB1	BRD1	1	0
GABPB1	GCA	1	0
GABPB1	SPDEF	1	0
GABPB1	TMEM186	1	0
GABPB1	RCHY1	1	0
GABPB1	KANK2	1	0
GABPB1	MMACHC	1	0
GABPB1	TSKU	1	0
GABPB1	PLEK2	1	0
GABPB1	DNAJC2	1	0
GABPB1	CACYBP	1	0
GABPB1	EIF2C2	1	0
GABPB1	MRPL42	1	0
GABPB1	CCDC59	1	0
GABPB1	PYCARD	1	0
GABPB1	PIK3R4	1	0
GABPB1	HDGFRP3	1	0
GABPB1	HEBP1	1	0
GABPB1	CCDC53	1	0
GABPB1	CALHM2	1	0
GABPB1	DCTN4	1	0
GABPB1	KRCC1	1	0
GABPB1	WAC	1	0
GABPB1	TNFRSF12A	1	0
GABPB1	POP5	1	0
GABPB1	ATP6V1D	1	0
GABPB1	SFMBT1	1	0
GABPB1	ATP6V1H	1	0
GABPB1	LUC7L2	1	0
GABPB1	EXOSC4	1	0
GABPB1	DNAJB12	1	0
GABPB1	ESRP1	1	0
GABPB1	EPS8L1	1	0
GABPB1	QRICH1	1	0
GABPB1	SSH3	1	0
GABPB1	PHIP	1	0
GABPB1	LRRC8D	1	0
GABPB1	RBM23	1	0
GABPB1	MTPAP	1	0
GABPB1	CEP55	1	0
GABPB1	GOLPH3L	1	0
GABPB1	SMU1	1	0
GABPB1	HJURP	1	0
GABPB1	PLXNA3	1	0
GABPB1	SMEK1	1	0
GABPB1	ASF1B	1	0
GABPB1	ZFP64	1	0
GABPB1	C1orf103	1	0
GABPB1	RNF114	1	0
GABPB1	METTL3	1	0
GABPB1	PPAN	1	0
GABPB1	THAP10	1	0
GABPB1	PRDM10	1	0
GABPB1	CTNNBIP1	1	0
GABPB1	KIDINS220	1	0
GABPB1	POGK	1	0
GABPB1	ANKRD36B	1	0
GABPB1	MARK4	1	0
GABPB1	ZNF410	1	0
GABPB1	RRAGD	1	0
GABPB1	HEATR6	1	0
GABPB1	GOLPH3	1	0
GABPB1	MEAF6	1	0
GABPB1	PINK1	1	0
GABPB1	ACD	1	0
GABPB1	INTS3	1	0
GABPB1	C1orf163	1	0
GABPB1	PCYOX1L	1	0
GABPB1	LRFN4	1	0
GABPB1	ASPSCR1	1	0
GABPB1	TMEM223	1	0
GABPB1	KDELC1	1	0
GABPB1	MLPH	1	0
GABPB1	OCEL1	1	0
GABPB1	HECTD3	1	0
GABPB1	CCDC51	1	0
GABPB1	ECHDC3	1	0
GABPB1	SNIP1	1	0
GABPB1	MICALL2	1	0
GABPB1	FAM57A	1	0
GABPB1	ACSF2	1	0
GABPB1	RAB11FIP1	1	0
GABPB1	CEP70	1	0
GABPB1	TSEN2	1	0
GABPB1	INTS5	1	0
GABPB1	TRIM8	1	0
GABPB1	IFT20	1	0
GABPB1	SPSB3	1	0
GABPB1	C1orf156	1	0
GABPB1	DHRS1	1	0
GABPB1	SREK1	1	0
GABPB1	ZNF688	1	0
GABPB1	RUNDC3B	1	0
GABPB1	ZCCHC24	1	0
GABPB1	NSUN6	1	0
GABPB1	NCRNA00094	1	0
GABPB1	ZNF710	1	0
GABPB1	TMEM41B	1	0
GABPB1	MICA	1	0
GATA1	GRM1	1	0
GATA1	SORBS2	1	0
GATA1	RASSF9	1	0
GATA1	TSFM	1	0
GATA1	PDLIM5	1	0
GATA1	GPR44	1	0
GATA1	RASA3	1	0
GATA1	ABCA6	1	0
GATA1	KLK13	1	0
GATA1	RDH11	1	0
GATA1	DLK2	1	0
GATA1	CHODL	1	0
GATA2	GBAS	1	0
GATA2	GMDS	1	0
GATA2	GNAL	1	0
GATA2	GPC1	1	0
GATA2	CXCL3	1	0
GATA2	HIVEP2	1	0
GATA2	HLA-DMA	1	0
GATA2	HMGB1	1	0
GATA2	HOXC13	1	0
GATA2	HRC	1	0
GATA2	IDS	1	0
GATA2	IGKC	1	0
GATA2	IRF3	1	0
GATA2	ITPK1	1	0
GATA2	KIR2DS4	1	0
GATA2	LAMP1	1	0
GATA2	LETM1	1	0
GATA2	MAP4	1	0
GATA2	MC3R	1	0
GATA2	MAP3K4	1	0
GATA2	CTAGE5	1	0
GATA2	MLL	1	0
GATA2	MUC1	1	0
GATA2	MYO1E	1	0
GATA2	MYO5A	1	0
GATA2	NRF1	1	0
GATA2	OAZ1	1	0
GATA2	ODF1	1	0
GATA2	OMD	1	0
GATA2	P4HB	1	0
GATA2	PDCL	1	0
GATA2	PCBP2	1	0
GATA2	PDK3	1	0
GATA2	PDPK1	1	0
GATA2	PGF	1	0
GATA2	PGK1	1	0
GATA2	PGM3	1	0
GATA2	PIK3CB	1	0
GATA2	PPP3CA	1	0
GATA2	MAP2K2	1	0
GATA2	PTBP1	1	0
GATA2	PTGS2	1	0
GATA2	PTPRR	1	0
GATA2	PEX19	1	0
GATA2	RAC1	1	0
GATA2	RPL28	1	0
GATA2	RPS2	1	0
GATA2	RSU1	1	0
GATA2	CCL5	1	0
GATA2	SET	1	0
GATA2	SFSWAP	1	0
GATA2	SIX1	1	0
GATA2	SLC22A5	1	0
GATA2	SPP2	1	0
GATA2	SRP54	1	0
GATA2	TBX2	1	0
GATA2	TCF21	1	0
GATA2	TEF	1	0
GATA2	TMBIM6	1	0
GATA2	TNFAIP2	1	0
GATA2	TOP3A	1	0
GATA2	TPD52	1	0
GATA2	TPI1	1	0
GATA2	TSC1	1	0
GATA2	TSG101	1	0
GATA2	TTF1	1	0
GATA2	UBC	1	0
GATA2	COL14A1	1	0
GATA2	UTY	1	0
GATA2	CUL4B	1	0
GATA2	RANBP3	1	0
GATA2	PRKRA	1	0
GATA2	NPFF	1	0
GATA2	BECN1	1	0
GATA2	TNFRSF25	1	0
GATA2	ADAM18	1	0
GATA2	STK19	1	0
GATA2	RPS6KA4	1	0
GATA2	MPZL1	1	0
GATA2	SLC7A6	1	0
GATA2	ATG12	1	0
GATA2	COX7A2L	1	0
GATA2	CCPG1	1	0
GATA2	MAPKAPK2	1	0
GATA2	GPR52	1	0
GATA2	PPIG	1	0
GATA2	15-Sep	1	0
GATA2	HOMER3	1	0
GATA2	PGS1	1	0
GATA2	H2AFY	1	0
GATA2	WTAP	1	0
GATA2	FAM115A	1	0
GATA2	RB1CC1	1	0
GATA2	UBAP2L	1	0
GATA2	PDCD6	1	0
GATA2	SAE1	1	0
GATA2	SUGP2	1	0
GATA2	PSME3	1	0
GATA2	STX6	1	0
GATA2	RGS19	1	0
GATA2	DSCR3	1	0
GATA2	TUBA1B	1	0
GATA2	DLC1	1	0
GATA2	SIVA1	1	0
GATA2	COPS8	1	0
GATA2	LILRA2	1	0
GATA2	WWP2	1	0
GATA2	NUDT4	1	0
GATA2	PSIP1	1	0
GATA2	PROSC	1	0
GATA2	SYNRG	1	0
GATA2	KLF12	1	0
GATA2	LYPLA2	1	0
GATA2	FKBP9	1	0
GATA2	CLCA4	1	0
GATA2	KIAA0894	1	0
GATA2	AKR7A3	1	0
GATA2	EFR3B	1	0
GATA2	KIAA0090	1	0
GATA2	KDM4C	1	0
GATA2	MAST2	1	0
GATA2	GGA3	1	0
GATA2	LPIN1	1	0
GATA2	DIP2A	1	0
GATA2	FAM168A	1	0
GATA2	XPO6	1	0
GATA2	BAT2L2	1	0
GATA2	BOP1	1	0
GATA2	EXOC7	1	0
GATA2	LPHN2	1	0
GATA2	SIK3	1	0
GATA2	ANP32C	1	0
GATA2	PATZ1	1	0
GATA2	SPO11	1	0
GATA2	TBC1D22A	1	0
GATA2	EGFL6	1	0
GATA2	MOXD1	1	0
GATA2	L3MBTL1	1	0
GATA2	HERC4	1	0
GATA2	C1orf144	1	0
GATA2	HIBCH	1	0
GATA2	C1orf107	1	0
GATA2	SLC43A3	1	0
GATA2	DONSON	1	0
GATA2	SPG21	1	0
GATA2	CSAD	1	0
GATA2	FAM49B	1	0
GATA2	SRRT	1	0
GATA2	METTL13	1	0
GATA2	UBE2D4	1	0
GATA2	ZNF44	1	0
GATA2	DNAJC10	1	0
GATA2	STAG3L1	1	0
GATA2	RHOF	1	0
GATA2	IMPAD1	1	0
GATA2	MOSC2	1	0
GATA2	C12orf48	1	0
GATA2	AGGF1	1	0
GATA2	VPS13D	1	0
GATA2	TMEM40	1	0
GATA2	UFSP2	1	0
GATA2	ZNF395	1	0
GATA2	UBQLN4	1	0
GATA2	CHRNA10	1	0
GATA2	NUP107	1	0
GATA2	CCNB1IP1	1	0
GATA2	WIZ	1	0
GATA2	CXorf56	1	0
GATA2	PERP	1	0
GATA2	ZNF574	1	0
GATA2	KLC2	1	0
GATA2	PRR14	1	0
GATA2	MGC5590	1	0
GATA2	ERI3	1	0
GATA2	C7orf26	1	0
GATA2	BIRC7	1	0
GATA2	ARHGAP10	1	0
GATA2	NPEPL1	1	0
GATA2	ZNF668	1	0
GATA2	NAT15	1	0
GATA2	PHF17	1	0
GATA2	EFHC2	1	0
GATA2	FIP1L1	1	0
GATA2	KIF18A	1	0
GATA2	INO80B	1	0
GATA2	NACAP1	1	0
GATA2	YIPF4	1	0
GATA2	MICALL1	1	0
GATA2	LRP5L	1	0
GATA2	CHMP7	1	0
GATA2	KLHDC3	1	0
GATA2	TCP10L	1	0
GATA2	KIF18B	1	0
GATA2	SPICE1	1	0
GATA2	ZNF721	1	0
GATA2	ZNF675	1	0
GATA2	EML3	1	0
GATA2	SIGLEC15	1	0
GATA2	FBXW12	1	0
GATA2	TUBB2B	1	0
GATA2	AGRN	1	0
GATA2	ST20	1	0
GATA2	TARP	1	0
GATA2	FLJ42627	1	0
GATA2	PPIEL	1	0
GATA3	GCLM	1	0
GATA3	GRSF1	1	0
GATA3	FOXA1	1	0
GATA3	HNRNPH1	1	0
GATA3	HES1	1	0
GATA3	HSP90AA1	1	0
GATA3	HSP90AB1	1	0
GATA3	DNAJB1	1	0
GATA3	IGF1R	1	0
GATA3	RBPJ	1	0
GATA3	INHBB	1	0
GATA3	IRS1	1	0
GATA3	KCNK1	1	0
GATA3	KRT10	1	0
GATA3	BCAM	1	0
GATA3	SMAD1	1	0
GATA3	SMAD3	1	0
GATA3	MCL1	1	0
GATA3	MET	1	0
GATA3	MOCS2	1	0
GATA3	MYB	1	0
GATA3	MYC	1	0
GATA3	NQO2	1	0
GATA3	CNOT2	1	0
GATA3	NPC1	1	0
GATA3	NPY1R	1	0
GATA3	PCMT1	1	0
GATA3	PDPK1	1	0
GATA3	PEX14	1	0
GATA3	PITPNA	1	0
GATA3	POLB	1	0
GATA3	PPARD	1	0
GATA3	PPID	1	0
GATA3	PPM1B	1	0
GATA3	LGMN	1	0
GATA3	PSMD2	1	0
GATA3	RAP2A	1	0
GATA3	RARA	1	0
GATA3	REV3L	1	0
GATA3	RPL10	1	0
GATA3	RREB1	1	0
GATA3	RXRA	1	0
GATA3	SRSF4	1	0
GATA3	SGK1	1	0
GATA3	SHC1	1	0
GATA3	SIAH1	1	0
GATA3	SIAH2	1	0
GATA3	SKP1	1	0
GATA3	SLC20A1	1	0
GATA3	SRP54	1	0
GATA3	AURKA	1	0
GATA3	TAF5	1	0
GATA3	TBX2	1	0
GATA3	TCF7L2	1	0
GATA3	VPS72	1	0
GATA3	TFAP2A	1	0
GATA3	NR2F2	1	0
GATA3	TMF1	1	0
GATA3	TMPO	1	0
GATA3	TOP1	1	0
GATA3	TPBG	1	0
GATA3	TRPS1	1	0
GATA3	TTC1	1	0
GATA3	TUBA4A	1	0
GATA3	UBE2D3	1	0
GATA3	UMPS	1	0
GATA3	USP1	1	0
GATA3	WEE1	1	0
GATA3	XBP1	1	0
GATA3	YY1	1	0
GATA3	ZNF148	1	0
GATA3	VEZF1	1	0
GATA3	USP7	1	0
GATA3	SLBP	1	0
GATA3	COIL	1	0
GATA3	NCOA3	1	0
GATA3	NRIP1	1	0
GATA3	ARID1A	1	0
GATA3	BCAR3	1	0
GATA3	PIR	1	0
GATA3	DEGS1	1	0
GATA3	FAM193A	1	0
GATA3	STC2	1	0
GATA3	ASMTL	1	0
GATA3	B4GALT4	1	0
GATA3	TNFSF9	1	0
GATA3	FADD	1	0
GATA3	MTMR1	1	0
GATA3	TMEM11	1	0
GATA3	CFLAR	1	0
GATA3	BTAF1	1	0
GATA3	RPL14	1	0
GATA3	MTMR4	1	0
GATA3	SRSF2IP	1	0
GATA3	PPIG	1	0
GATA3	NMT2	1	0
GATA3	LITAF	1	0
GATA3	BAG3	1	0
GATA3	RNF14	1	0
GATA3	SLC25A44	1	0
GATA3	NUP93	1	0
GATA3	SART3	1	0
GATA3	MED6	1	0
GATA3	SH2B3	1	0
GATA3	HMGXB4	1	0
GATA3	CTDSP2	1	0
GATA3	RASGRP1	1	0
GATA3	RBM6	1	0
GATA3	RBM5	1	0
GATA3	CALCOCO2	1	0
GATA3	IRX5	1	0
GATA3	AKAP8	1	0
GATA3	SF3A1	1	0
GATA3	KATNB1	1	0
GATA3	YAP1	1	0
GATA3	RBM14	1	0
GATA3	CAP1	1	0
GATA3	DDX17	1	0
GATA3	HEXIM1	1	0
GATA3	TRIM16	1	0
GATA3	TXNIP	1	0
GATA3	IGF2BP2	1	0
GATA3	CTCF	1	0
GATA3	NUDC	1	0
GATA3	TCFL5	1	0
GATA3	PLK2	1	0
GATA3	MRPS30	1	0
GATA3	BRD8	1	0
GATA3	RBPMS	1	0
GATA3	MID2	1	0
GATA3	ABHD2	1	0
GATA3	UBE2C	1	0
GATA3	DIDO1	1	0
GATA3	MYST2	1	0
GATA3	AKAP10	1	0
GATA3	CASC3	1	0
GATA3	RBM16	1	0
GATA3	ENPP4	1	0
GATA3	ZHX2	1	0
GATA3	SNW1	1	0
GATA3	DKK1	1	0
GATA3	PDS5B	1	0
GATA3	PPRC1	1	0
GATA3	TNRC6B	1	0
GATA3	POGZ	1	0
GATA3	SLC35D1	1	0
GATA3	CEP68	1	0
GATA3	KANK1	1	0
GATA3	FAF2	1	0
GATA3	RPRD2	1	0
GATA3	PHF15	1	0
GATA3	ADNP	1	0
GATA3	RYBP	1	0
GATA3	MYST4	1	0
GATA3	SRRM2	1	0
GATA3	PATZ1	1	0
GATA3	BRD1	1	0
GATA3	FJX1	1	0
GATA3	SPDEF	1	0
GATA3	BAMBI	1	0
GATA3	SFRS18	1	0
GATA3	TSKU	1	0
GATA3	C1orf77	1	0
GATA3	RSL1D1	1	0
GATA3	GMEB2	1	0
GATA3	HIBCH	1	0
GATA3	MYOF	1	0
GATA3	C1orf107	1	0
GATA3	CACYBP	1	0
GATA3	PDCD4	1	0
GATA3	MRPL15	1	0
GATA3	REPIN1	1	0
GATA3	OSGIN1	1	0
GATA3	TNPO2	1	0
GATA3	CALHM2	1	0
GATA3	IFT52	1	0
GATA3	ABHD5	1	0
GATA3	FAM53C	1	0
GATA3	MEX3C	1	0
GATA3	ZBTB7A	1	0
GATA3	ATP6V1D	1	0
GATA3	C11orf73	1	0
GATA3	CYB5R1	1	0
GATA3	LUC7L3	1	0
GATA3	RAB8B	1	0
GATA3	RIPK4	1	0
GATA3	DNAJB12	1	0
GATA3	EPS8L1	1	0
GATA3	QRICH1	1	0
GATA3	SEMA4C	1	0
GATA3	BANP	1	0
GATA3	PHIP	1	0
GATA3	WIPI1	1	0
GATA3	FANCL	1	0
GATA3	RBM23	1	0
GATA3	ARMC1	1	0
GATA3	BRF2	1	0
GATA3	DDX19A	1	0
GATA3	C20orf29	1	0
GATA3	UBE2Q1	1	0
GATA3	THUMPD1	1	0
GATA3	MFN1	1	0
GATA3	ZFP64	1	0
GATA3	ITFG2	1	0
GATA3	RNF114	1	0
GATA3	EIF4ENIF1	1	0
GATA3	KCMF1	1	0
GATA3	IFT46	1	0
GATA3	PRDM10	1	0
GATA3	CXCR7	1	0
GATA3	C20orf3	1	0
GATA3	DOLPP1	1	0
GATA3	ZMIZ1	1	0
GATA3	TRIB3	1	0
GATA3	CTDSP1	1	0
GATA3	ZBED5	1	0
GATA3	OVOL2	1	0
GATA3	RHBDF1	1	0
GATA3	TMEM223	1	0
GATA3	MLPH	1	0
GATA3	C16orf57	1	0
GATA3	MORC4	1	0
GATA3	ESRP2	1	0
GATA3	RPF1	1	0
GATA3	CEP70	1	0
GATA3	WDR82	1	0
GATA3	TSEN2	1	0
GATA3	NPL	1	0
GATA3	CSRNP2	1	0
GATA3	TRIM8	1	0
GATA3	SETD3	1	0
GATA3	POLDIP3	1	0
GATA3	SPSB3	1	0
GATA3	ZNF764	1	0
GATA3	MAPK1IP1L	1	0
GATA3	SREK1	1	0
GATA3	ZNF384	1	0
GATA3	KCTD20	1	0
GATA3	KCTD13	1	0
GATA3	FAM174B	1	0
GATA3	MXRA7	1	0
GATA3	TMEM41B	1	0
GATA3	MICA	1	0
GATA4	CACNA1G	1	0
GATA4	RBPMS	1	0
GATA6	NCK1	1	0
GATA6	ZNF140	1	0
GATA6	TSC22D1	1	0
GATA6	SMC3	1	0
GATA6	RANBP9	1	0
GATA6	STAM2	1	0
GATA6	ZNF267	1	0
GATA6	NUDC	1	0
GATA6	ZNF274	1	0
GATA6	NUP54	1	0
GATA6	MIOS	1	0
GATA6	NT5DC2	1	0
GATA6	PLEKHF2	1	0
GATA6	FUZ	1	0
GATA6	CHD9	1	0
GATA6	AMN	1	0
GATA6	CDCA3	1	0
GBX2	GOLGB1	1	0
GBX2	IBSP	1	0
GBX2	PTPRR	1	0
GBX2	RFPL1	1	0
GBX2	ST5	1	0
GBX2	TAF1	1	0
GBX2	PNPLA4	1	0
GBX2	KSR1	1	0
GBX2	CDKL2	1	0
GBX2	VPRBP	1	0
GBX2	SLCO2B1	1	0
GBX2	PHF20L1	1	0
GBX2	NEUROG2	1	0
GBX2	USP48	1	0
GBX2	USP32	1	0
NR6A1	ARL4C	1	0
NR6A1	SOSTDC1	1	0
NR6A1	SIRT6	1	0
NR6A1	SPATA7	1	0
NR6A1	CCDC68	1	0
NR6A1	FRYL	1	0
GFI1	VRK1	1	0
GFI1	AMMECR1	1	0
GFI1	IKZF1	1	0
GFI1	EIF3M	1	0
GFI1	TRIM3	1	0
GFI1	CPSF6	1	0
GFI1	FAM120A	1	0
GFI1	CLEC5A	1	0
GFI1	TBC1D22A	1	0
GFI1	HDGFRP3	1	0
GFI1	DEM1	1	0
GFI1	TRAF3IP3	1	0
GFI1	B3GNTL1	1	0
GFI1	ST20	1	0
